id,kodam,kodam_address,kodam_lat,kodam_lng,korem,korem_address,korem_lat,korem_lng,kodim,kodim_address,kodim_lat,kodim_lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
217,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1407/Watampone,"Makodim Kodim 1407/Watampone, Watampone",-4.5458384,120.3242681,Tanete Riattang,Kabupaten Bone,-4.5458384,120.3242681
218,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1409/Sungguminasa,"Makodim Kodim 1409/Sungguminasa, Sungguminasa",-5.199122,119.4455732,Somba Opu,Kabupaten Gowa,-5.199122,119.4455732
219,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1410/Bantaeng,"Makodim Kodim 1410/Bantaeng, Bantaeng",-5.5479198,119.9465978,Bantaeng,Kabupaten Bantaeng,-5.5479198,119.9465978
220,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1411/Bulukumba,"Makodim Kodim 1411/Bulukumba, Bulukumba",-5.5508361,120.2018365,Bulukumpa,Kabupaten Bulukumba,-5.5508361,120.2018365
221,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1414/Makale,"Makodim Kodim 1414/Makale, Makale",-2.9757864,119.8958328,Makale,Kabupaten Tana Toraja,-2.9757864,119.8958328
222,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1415/Selayar,"Makodim Kodim 1415/Selayar, Selayar",-6.112019,120.4642541,Pasimasunggu,Kabupaten Kepulauan Selayar,-6.112019,120.4642541
223,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1419/Enrekang,"Makodim Kodim 1419/Enrekang, Enrekang",-3.5623182,119.7677605,Alla,Kabupaten Enrekang,-3.5623182,119.7677605
224,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1420/Sidrap,"Makodim Kodim 1420/Sidrap, Sidrap",-3.9159455,119.7736627,Panca Lautang,Kabupaten Sidenreng Rappang,-3.9159455,119.7736627
225,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1421/Pangkep,"Makodim Kodim 1421/Pangkep, Pangkep",-4.8377463,119.5513292,Liukang Tangaya,Kabupaten Pangkajene dan Kepulauan,-4.8377463,119.5513292
226,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1422/Maros,"Makodim Kodim 1422/Maros, Maros",-5.0004809,119.5726375,Turikale,Kabupaten Maros,-5.0004809,119.5726375
227,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1423/Soppeng,"Makodim Kodim 1423/Soppeng, Soppeng",-4.3374771,119.8873633,Lalabata,Kabupaten Soppeng,-4.3374771,119.8873633
228,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1424/Sinjai,"Makodim Kodim 1424/Sinjai, Sinjai",-5.1274183,120.2497728,Sinjai Utara,Kabupaten Sinjai,-5.1274183,120.2497728
229,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1425/Jeneponto,"Makodim Kodim 1425/Jeneponto, Jeneponto",-5.666644,119.7287777,Binamu,Kabupaten Jeneponto,-5.666644,119.7287777
230,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 141/Toddopuli,"Markas Korem 141/Toddopuli, Watampone/Bone",-4.5411745,120.3285002,Kodim 1426/Takalar,"Makodim Kodim 1426/Takalar, Takalar",-5.4227022,119.4409212,Pattallassang,Kabupaten Takalar,-5.4227022,119.4409212
231,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1412/Kolaka,"Makodim Kodim 1412/Kolaka, Kolaka",-4.0657941,121.6195379,Kolaka,Kabupaten Kolaka,-4.0657941,121.6195379
232,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1413/Buton,"Makodim Kodim 1413/Buton, Buton",-5.4584857,122.6114968,Wolio,Kota Bau Bau,-5.4584857,122.6114968
233,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1416/Muna,"Makodim Kodim 1416/Muna, Muna",-4.8101564,122.7211945,Batalaiworu,Kabupaten Muna,-4.8101564,122.7211945
234,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1417/Kendari,"Makodim Kodim 1417/Kendari, Kendari",-3.9618442,122.5282468,Kendari Barat,Kota Kendari,-3.9618442,122.5282468
235,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1429/Buton Utara,"Makodim Kodim 1429/Buton Utara, Buton Utara",-4.7639001,123.2008004,Molawe,Kabupaten Konawe Utara,-4.7639001,123.2008004
236,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1430/Konawe Utara,"Makodim Kodim 1430/Konawe Utara, Konawe Utara",-3.5519654,122.1344794,Bonegunu,Kabupaten Buton Utara,-3.5519654,122.1344794
237,Kodam XIV/Hasanuddin,"Markas Kodam XIV/Hasanuddin, Makassar",-5.1430742,119.4635752,Korem 143/Halu Oleo,"Markas Korem 143/Halu Oleo, Kendari",-3.9662494,122.518517,Kodim 1431/Bombana,"Makodim Kodim 1431/Bombana, Bombana",-4.6855191,122.0031746,Wangi-Wangi,Kabupaten Wakatobi,-4.6855191,122.0031746
238,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0301/Pekanbaru,"Jl. Jend. A. Yani 49, Pekanbaru 28127",0.5207993,101.4430184,Sukajadi,Kota Pekanbaru,0.5207993,101.4430184
239,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0302/Rengat,"Jl. Suprapto 1, Rengat 29319",-0.3789899,102.5503212,Rengat,Kabupaten Indragiri Hulu,-0.3789899,102.5503212
240,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0303/Bengkalis,"Jl. Sultan Syarif Kasim No. 1, Dumai 28825",1.4865114,102.1367678,Bantan,Kabupaten Bengkalis,1.4865114,102.1367678
241,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0313/Kampar,"Jl. Pang Undan, Bangkinang 28411",0.3349788,101.0186278,Bangkinang,Kabupaten Kampar,0.3349788,101.0186278
242,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0314/Indragiri Hilir,"Jl. Jend. A. Yani No. 99, Tembilahan 29213",-0.3339079,103.144954,Tembilahan Hulu,Kabupaten Indragiri Hilir,-0.3339079,103.144954
243,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0320/Dumai,"Makodim Kodim 0320/Dumai, Dumai",1.6777147,101.4601286,Dumai Timur,Kota Dumai,1.6777147,101.4601286
244,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0321/Rokan Hilir,"Makodim Kodim 0321/Rokan Hilir, Rokan Hilir",2.092384,100.8281244,Bangko,Kabupaten Rokan Hilir,2.092384,100.8281244
245,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 031/Wirabima,"Jl. Perwira 1, Pekanbaru 28294",0.5290411,101.4520528,Kodim 0322/Siak,"Makodim Kodim 0322/Siak, Siak",0.8228158,102.0081609,Siak,Kabupaten Siak,0.8228158,102.0081609
246,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 033/Wira Pratama,"Jl. Batu 14 Sengarang, Tanjung Pinang 29122",0.9484508,104.496296,Kodim 0315/Tanjung Pinang,"Jl. Thabib No. 6, Tanjung Pinang 29111",0.9130842,104.4774159,Tanjung Pinang Timur,Kota Tanjung Pinang,0.9130842,104.4774159
247,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 033/Wira Pratama,"Jl. Batu 14 Sengarang, Tanjung Pinang 29122",0.9484508,104.496296,Kodim 0316/Batam,"Jl. Asrama Kodim, Batam 29458",1.1528536,104.0203356,Batu Ampar,Kota Batam,1.1528536,104.0203356
248,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 033/Wira Pratama,"Jl. Batu 14 Sengarang, Tanjung Pinang 29122",0.9484508,104.496296,Kodim 0317/Tanjung Balai Karimun,"Jl. Poros, Tanjung Balai Karimun 29161",1.0359143,103.3789327,Tebing,Kabupaten Karimun,1.0359143,103.3789327
249,Kodam XIX/Tuanku Tambusai,"Markas Kodam XIX/Tuanku Tambusai, Pekanbaru/Riau",0.5290056,101.4517645,Korem 033/Wira Pratama,"Jl. Batu 14 Sengarang, Tanjung Pinang 29122",0.9484508,104.496296,Kodim 0318/Natuna,"Jl. Sukarno Hatta, Ranai, Natuna 29782",3.9228599,108.3303155,Bunguran Timur,Kabupaten Natuna,3.9228599,108.3303155
250,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Berdiri Sendiri,,,,Kodim 1504/Ambon,"Makodim Kodim 1504/Ambon, Ambon",-3.6927115,128.1836946,Sirimau,Kota Ambon,-3.6927115,128.1836946
251,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1502/Masohi,"Makodim Kodim 1502/Masohi, Masohi",-3.3041426,128.95554,Kota Masohi,Kabupaten Maluku Tengah,-3.3041426,128.95554
252,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1503/Tual,"Makodim Kodim 1503/Tual, Tual",-5.6485501,132.7395657,Kei Kecil,Kabupaten Maluku Tenggara,-5.6485501,132.7395657
253,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1506/Namlea,"Makodim Kodim 1506/Namlea, Namlea",-3.2786954,127.1130762,Waplau,Kabupaten Buru,-3.2786954,127.1130762
254,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1507/Saumlaki,"Makodim Kodim 1507/Saumlaki, Saumlaki",-7.9640847,131.3139283,Tanimbar Selatan,Kabupaten Kepulauan Tanimbar,-7.9640847,131.3139283
255,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1511/Pulau Moa,"Makodim Kodim 1511/Pulau Moa, Pulau Moa",-8.1519719,127.7893505,Moa,Kabupaten Maluku Barat Daya,-8.1519719,127.7893505
256,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 151/Binaiya,"Markas Korem 151/Binaiya, Ambon",-3.7026391,128.1841891,Kodim 1513/Seram Barat,"Makodim Kodim 1513/Seram Barat, Seram Barat",-3.0735531,128.1446429,Seram Barat,Kabupaten Seram Bagian Barat,-3.0735531,128.1446429
257,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1501/Ternate,"Makodim Kodim 1501/Ternate, Ternate",0.7864587,127.3883404,Kota Ternate Tengah,Kota Ternate,0.7864587,127.3883404
258,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1505/Tidore,"Makodim Kodim 1505/Tidore, Tidore",0.6877333,127.4507584,Tidore,Kota Tidore Kepulauan,0.6877333,127.4507584
259,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1508/Tobelo,"Makodim Kodim 1508/Tobelo, Tobelo",1.7327211,127.9925291,Galela,Kabupaten Halmahera Utara,1.7327211,127.9925291
260,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1509/Labuha,"Makodim Kodim 1509/Labuha, Labuha",-0.6492475,127.4958204,Weda Tengah,Kabupaten Halmahera Tengah,-0.6492475,127.4958204
261,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1510/Sanana,"Makodim Kodim 1510/Sanana, Sanana",-2.1165656,125.9602928,Mangoli Timur,Kabupaten Kepulauan Sula,-2.1165656,125.9602928
262,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1512/Weda,"Makodim Kodim 1512/Weda, Weda",0.3471525,127.8597789,Obi,Kabupaten Halmahera Selatan,0.3471525,127.8597789
263,Kodam XV/Pattimura,"Markas Kodam XV/Pattimura, Ambon",-3.6907546,128.1836952,Korem 152/Baabullah,"Markas Korem 152/Baabullah, Sofifi",0.8095359,127.386502,Kodim 1514/Morotai,"Makodim Kodim 1514/Morotai, Morotai",2.0551214,128.3229273,Morotai Selatan,Kabupaten Pulau Morotai,2.0551214,128.3229273
264,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1701/Jayapura,"Makodim Kodim 1701/Jayapura, Jayapura",-2.5321127,140.7166326,Jayapura Utara,Kota Jayapura,-2.5321127,140.7166326
265,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1702/Jayawijaya,"Makodim Kodim 1702/Jayawijaya, Jayawijaya",-4.1007429,138.9395227,Wamena,Kabupaten Jayawijaya,-4.1007429,138.9395227
266,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1706/Nduga,"Makodim Kodim 1706/Nduga, Nduga",-4.6049794,138.3863687,Kenyam,Kabupaten Nduga,-4.6049794,138.3863687
267,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1712/Sarmi,"Makodim Kodim 1712/Sarmi, Sarmi",-2.5987665,140.6386115,Sarmi,Kabupaten Sarmi,-2.5987665,140.6386115
268,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1715/Yahukimo,"Makodim Kodim 1715/Yahukimo, Yahukimo",-4.8789297,139.540667,Dekai,Kabupaten Yahukimo,-4.8789297,139.540667
269,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 172/Praja Wira Yakhti,"Markas Korem 172/Praja Wira Yakhti, Wamena/Jayapura",-2.606556,140.6537764,Kodim 1716/Tolikara,"Makodim Kodim 1716/Tolikara, Tolikara",-3.6835236,138.4784194,Karubaga,Kabupaten Tolikara,-3.6835236,138.4784194
270,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1703/Deiyai,"Makodim Kodim 1703/Deiyai, Deiyai",-4.034153,136.2981838,Tigi,Kabupaten Deiyai,-4.034153,136.2981838
271,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1705/Nabire,"Makodim Kodim 1705/Nabire, Nabire",-3.3753498,135.5050107,Siriwo,Kabupaten Nabire,-3.3753498,135.5050107
272,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1708/Biak,"Makodim Kodim 1708/Biak, Biak",-1.1572623,136.0499239,Biak Kota,Kabupaten Biak Numfor,-1.1572623,136.0499239
273,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1709/Serui,"Makodim Kodim 1709/Serui, Serui",-1.8756473,136.232889,Yapen Selatan,Kabupaten Kepulauan Yapen,-1.8756473,136.232889
274,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1710/Mimika,"Makodim Kodim 1710/Mimika, Mimika",-4.45059,136.889,Kuala Kencana,Kabupaten Mimika,-4.45059,136.889
275,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1713/Lanny Jaya,"Makodim Kodim 1713/Lanny Jaya, Lanny Jaya",-3.9258023,138.4500856,Tiom,Kabupaten Lanny Jaya,-3.9258023,138.4500856
276,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1714/Puncak Jaya,"Makodim Kodim 1714/Puncak Jaya, Puncak Jaya",-3.7101961,137.9778393,Mulia,Kabupaten Puncak Jaya,-3.7101961,137.9778393
277,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1717/Puncak,"Makodim Kodim 1717/Puncak, Puncak",-3.9733007,137.6445562,Ilaga,Kabupaten Puncak,-3.9733007,137.6445562
278,Kodam XVII/Cenderawasih,"Jl. Polimak IV Atas, Jayapura 99111",-2.5514715,140.6868675,Korem 173/Praja Vira Braja,"Markas Korem 173/Praja Vira Braja, Nabire/Biak",-1.1662449,136.090841,Kodim 1718/Intan Jaya,"Makodim Kodim 1718/Intan Jaya, Intan Jaya",-3.7395623,137.0319626,Sugapa,Kabupaten Intan Jaya,-3.7395623,137.0319626
279,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Berdiri Sendiri,,,,Kodim 1801/Manokwari,"Makodim Kodim 1801/Manokwari, Manokwari",-0.8628302,134.0793708,Manokwari Barat,Kabupaten Manokwari,-0.8628302,134.0793708
280,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1802/Sorong,"Makodim Kodim 1802/Sorong, Sorong",-0.8801772,131.2645318,Sorong,Kota Sorong,-0.8801772,131.2645318
281,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1805/Raja Ampat,"Makodim Kodim 1805/Raja Ampat, Raja Ampat",-0.4217405,130.8148295,Waigeo Selatan,Kabupaten Raja Ampat,-0.4217405,130.8148295
282,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1807/Sorong Selatan,"Makodim Kodim 1807/Sorong Selatan, Sorong Selatan",-1.5019633,132.150714,Wayer,Kabupaten Sorong Selatan,-1.5019633,132.150714
283,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1808/Manokwari Selatan,"Makodim Kodim 1808/Manokwari Selatan, Manokwari Selatan",-1.505563,134.1489961,Ransiki,Kabupaten Manokwari Selatan,-1.505563,134.1489961
284,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1809/Maybrat,"Makodim Kodim 1809/Maybrat, Maybrat",-1.2568532,132.5001338,Aifat,Kabupaten Maybrat,-1.2568532,132.5001338
285,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 181/Praja Vira Tama,"Markas Korem 181/Praja Vira Tama, Sorong",-0.8743391,131.2866454,Kodim 1810/Tambrauw,"Makodim Kodim 1810/Tambrauw, Tambrauw",-0.496052,132.0874738,Sausapor,Kabupaten Tambrauw,-0.496052,132.0874738
286,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 182/Jazira Onim,"Markas Korem 182/Jazira Onim, Fakfak",-2.919099,132.233979,Kodim 1803/Fakfak,"Makodim Kodim 1803/Fakfak, Fakfak",-2.9290263,132.3037005,Fak-Fak,Kabupaten Fak Fak,-2.9290263,132.3037005
287,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 182/Jazira Onim,"Markas Korem 182/Jazira Onim, Fakfak",-2.919099,132.233979,Kodim 1804/Kaimana,"Makodim Kodim 1804/Kaimana, Kaimana",-3.6079348,133.7298882,Kaimana,Kabupaten Kaimana,-3.6079348,133.7298882
288,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 182/Jazira Onim,"Markas Korem 182/Jazira Onim, Fakfak",-2.919099,132.233979,Kodim 1806/Teluk Bintuni,"Makodim Kodim 1806/Teluk Bintuni, Teluk Bintuni",-2.1064825,133.609816,Bintuni,Kabupaten Teluk Bintuni,-2.1064825,133.609816
